"Enriched_in"	"Ontology_type"	"Ontology_accession"	"Ongology_description"	"Count_query"	"Count_universe"	"%_query"	"%_universe"	"pval"	"adjpval"	"fold_change"	"Proteins_in_query"
"NA.9663"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9664"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9665"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9666"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9667"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9668"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9669"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9670"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9671"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9672"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9673"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9674"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9675"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9676"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9677"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9678"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9679"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9680"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9681"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9682"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9683"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9684"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9685"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9686"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9687"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9688"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9689"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9690"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9691"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9692"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9693"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9694"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9695"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9696"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9697"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9698"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9699"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9700"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9701"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9702"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9703"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9704"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9705"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9706"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9707"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9708"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9709"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9710"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9711"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9712"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9713"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9714"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9715"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9716"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9717"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9718"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9719"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9720"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9721"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9722"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9723"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9724"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9725"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9726"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9727"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9728"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9729"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9730"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9731"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9732"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9733"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9734"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9735"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9736"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9737"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9738"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9739"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9740"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9741"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9742"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9743"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9744"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9745"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9746"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9747"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9748"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9749"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9750"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9751"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9752"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9753"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9754"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9755"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9756"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9757"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9758"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9759"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9760"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9761"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9762"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9763"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9764"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9765"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9766"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9767"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9768"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9769"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9770"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9771"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9772"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9773"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9774"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9775"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9776"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9777"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9778"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9779"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9780"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9781"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9782"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9783"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9784"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9785"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9786"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9787"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9788"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9789"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9790"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9791"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9792"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9793"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9794"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9795"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9796"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9797"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9798"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9799"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9800"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9801"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9802"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9803"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9804"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9805"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9806"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9807"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9808"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9809"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9810"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9811"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9812"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9813"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9814"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9815"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9816"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9817"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9818"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9819"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9820"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9821"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9822"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9823"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9824"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9825"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9826"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9827"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9828"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9829"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9830"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9831"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9832"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9833"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9834"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9835"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9836"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9837"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9838"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9839"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9840"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9841"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9842"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9843"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9844"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9845"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9846"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9847"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9848"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9849"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9850"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9851"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9852"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9853"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9854"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9855"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9856"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9857"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9858"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9859"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9860"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9861"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9862"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9863"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9864"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9865"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9866"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9867"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9868"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9869"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9870"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9871"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9872"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9873"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9874"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9875"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9876"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9877"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9878"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9879"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9880"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9881"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9882"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9883"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9884"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9885"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9886"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9887"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9888"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9889"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9890"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9891"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9892"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9893"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9894"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9895"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9896"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9897"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9898"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9899"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9900"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9901"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9902"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9903"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9904"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9905"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9906"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9907"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9908"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9909"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9910"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9911"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9912"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9913"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9914"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9915"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9916"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9917"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9918"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9919"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9920"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9921"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9922"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9923"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9924"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9925"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9926"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9927"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9928"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9929"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9930"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9931"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9932"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9933"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9934"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9935"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9936"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9937"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9938"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9939"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9940"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9941"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9942"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9943"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9944"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9945"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9946"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9947"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9948"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9949"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9950"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9951"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9952"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9953"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9954"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9955"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9956"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9957"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9958"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9959"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9960"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9961"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9962"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9963"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9964"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9965"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9966"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9967"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9968"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9969"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9970"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9971"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9972"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9973"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9974"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9975"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9976"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9977"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.9978"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
